"date","avg.temp","max.temp","min.temp","precipitation","avg.wind.speed","max.wind.speed","max.wind.speed.dir","max.inst.wind.speed","max.inst.wind.speed.dir","min.atmos.pressure"
"ab93a519",15.5,17.8,12.4,1.5,0.8,2,"SW",3.5,"SW",NA
"85153a6f",19.1,24.6,16.2,0.5,1,3.4,"SW",5.9,"SW",NA
"f59d409f",16,18.5,13.9,18,0.9,2.2,"SW",3.7,"SW",NA
"77407c47",14.6,18.8,11.6,0,1,2.7,"SW",4.6,"SW",NA
"36330a4b",14.2,22,10.8,0,1,3.6,"SW",6,"SW",NA
"ae1a0e74",11.5,12.8,9.6,17,0.7,2.7,"SW",5,"SW",NA
"56d39989",12.1,19.7,7.8,0,0.8,2.9,"SW",5.3,"SW",NA
"4e055d8d",12,19.9,7.7,0,0.9,3.6,"SW",5.8,"SW",NA
"3f42a5ae",10.8,20.8,4.4,0,0.7,2.3,"SW",4.7,"SE",NA
"6aa18082",12.5,20.5,7.3,0,1.2,3.1,"SW",5,"SW",NA
"3bf8b132",11.7,20,7.2,0,1,3.7,"SW",5.8,"SW",NA
"ec0fc621",10.1,18.3,6.4,0,1,2.5,"SW",4.2,"SW",NA
"4da3c71e",8.4,18,2.9,0,0.8,2.3,"SW",3.7,"SW",NA
"9f5c7c99",9.1,18.7,3,0,0.9,3.4,"SW",6.8,"SW",NA
"1993cdc7",10.1,18.3,6,0,1.2,3.7,"SW",5.9,"SW",NA
"9d549324",10.6,17,6.9,8,1,4.3,"SW",11.4,"W",NA
"bf91079b",10.4,16.1,3.3,5,1,4.8,"NE",9.6,"NE",NA
"7f2e48d8",7.6,18.1,1.2,0,1,3.7,"SW",7.3,"SW",NA
"add1f35f",12.3,20.8,5.5,13.5,1.3,4.5,"SW",8.7,"SW",NA
"2b1e4201",6.3,14.8,1.8,0,1,3.4,"SW",5.9,"SW",NA
"afd91ce2",5,13.3,1,0,0.9,2.9,"SW",4.7,"SW",NA
"0fba9f0e",5.3,7.2,1.8,22.5,0.8,2.7,"SW",5.2,"SW",NA
"dab39d12",12.6,18.4,8.2,0,0.8,2.7,"SW",4.2,"SW",NA
"0d44ea01",12.8,19.7,8.1,0,1,3.5,"SW",6.8,"SW",NA
"170e414a",8.1,10.1,7.4,7,0.6,2.2,"SW",3.4,"SW",NA
"a2321355",10.9,16.9,7.8,3.5,0.7,2.3,"SW",3.5,"SW",NA
"c5f1facd",7,10,2.9,2.5,0.7,2.2,"SW",4.1,"SW",NA
"bf8d0273",2.4,10.5,-2.3,0,0.8,2.5,"SW",5.5,"S",NA
"3a85de43",6.1,15.8,0.5,0,1,3.7,"SW",6.4,"SW",NA
"a8c6911b",9.3,13.4,4.8,41.5,0.9,3,"NE",4.8,"NE",NA
"3c69c7ea",6.9,12.9,2.7,0.5,1.4,4,"SW",8.9,"SW",NA
"e86629c2",4,11.4,-0.7,0,1.3,5.7,"NE",10.4,"E",NA
"cbde7ac2",3.8,10.6,-0.7,0,1.1,4.6,"NE",8,"NE",NA
"1921c145",3.6,5.8,0.5,0,0.7,2.3,"SW",4.3,"SW",NA
"2418bbb9",2.1,10.8,-2.7,0,0.5,1.7,"SE",3.7,"SW",NA
"e81b9239",8.8,17.2,5.2,0,0.8,2.2,"SW",4.6,"SW",NA
"2a45b45b",3.4,11.5,-1.8,0,0.7,2.6,"SW",4.3,"SW",NA
"ba567c76",4.7,12.8,-0.8,0,1.2,4.9,"NE",8.2,"SE",NA
"62c2b712",3.1,10.2,-0.5,0,0.8,3.2,"SW",5.2,"SW",NA
"3721923e",4.6,13.5,-0.6,0,0.7,2.2,"NE",3.2,"NE",NA
"b03d0c95",7.4,10.6,4.4,7,0.7,2.1,"SW",3.4,"SW",NA
"da961dff",7.4,13.4,2.5,0,1.3,5.6,"E",9.5,"NE",NA
"cddd8e97",3.1,7,0.2,20.5,0.5,1.9,"NE",3.3,"NE",NA
"df74e6ff",3.8,9.5,0.8,0,0.9,2.4,"SE",3.9,"SE",NA
"fcccb5ff",3.7,12,0.2,0,0.8,2.1,"NE",3.5,"SW",NA
"28c35bd7",4.9,8.3,1.9,3,0.6,2.2,"NE",3.3,"SW",NA
"92e6bf80",0.8,9.6,-3.3,0,0.6,2.4,"SE",4.4,"SE",NA
"6d0c5227",2,8.9,-3.9,0,0.6,2,"NE",3,"NE",NA
"0950be19",4.9,6.5,3.5,11.5,0.7,2.6,"NE",4.1,"NE",NA
"38330892",5.8,11.6,-1.8,0,1.2,5,"E",9.5,"NE",NA
"0a13c426",1.8,11,-3.6,0,0.7,2.3,"NE",4.6,"SW",NA
"3fc5dba9",1.6,8.2,-3,0.5,1.1,5,"SW",9.4,"SW",NA
"0de5171d",2.8,6.9,-2.2,4,0.6,2.1,"SW",3.9,"SW",NA
"0fb5e0f8",7.8,13.5,4.3,24,1.1,4.8,"SW",9.1,"S",NA
"2ecec8be",5.8,12.6,0.8,0,1.3,5.2,"SE",11.8,"E",NA
"37deaee4",4.4,12.4,0,0,0.9,4.2,"SW",7.6,"SW",NA
"2f014a6d",2.7,12.3,-2.1,0,0.7,2.9,"SW",4.6,"SW",NA
"05fe6250",1.9,6.6,-1.4,0,0.5,1.8,"SW",3.7,"SW",NA
"458b92c8",4.5,11.3,0.4,0,1.3,3.9,"SW",6.9,"SW",NA
"29381b85",4.4,12.4,-1.8,0,1,3.3,"SW",5.9,"SW",NA
"30287ddf",3.7,9.6,-1.1,2,1,3.9,"SW",7.6,"SW",NA
"d364229a",4.5,10.7,-1.8,0,1.5,4.4,"NE",8.1,"SW",NA
"f99b0aa7",3.6,11.9,-3.4,0,0.9,4,"SW",7.4,"SW",NA
"b9eefa3f",6.3,8.6,4.3,15.5,0.7,2.4,"SW",4.1,"SW",NA
"cc4d1528",5.5,10.7,2.8,0,0.8,2.6,"SW",3.8,"SW",NA
"d492f1a1",3.3,7.7,0.3,3.5,0.6,2.1,"SW",3.1,"S",NA
"fe6dd99c",2.9,5,1,4,0.7,2.2,"SW",3.7,"SW",NA
"fc3d2e79",5.6,10.1,1.6,3.5,1,2.5,"NE",4.1,"NE",NA
"daaa2eed",8.2,15.4,4.3,0.5,0.8,2.9,"SW",5,"SW",NA
"c3ba48b7",5.3,12.3,1.2,0,1.3,4.4,"NE",8.9,"E",NA
"03c9eecc",1.6,10.9,-4.2,0,1,4.9,"SW",9.8,"SW",NA
"aee35c1d",4.9,11.9,-2.4,0,1.6,4.8,"E",9.9,"SE",NA
"361ff143",3.4,13.1,-2.5,0,1.2,4.2,"SW",7.1,"SW",NA
"db40b30a",1.7,8.2,-2.9,0,1.2,4.6,"E",11.1,"E",NA
"043f3df7",-0.7,5.1,-5,0,1.5,6,"NE",13.9,"NE",NA
"c39f2713",0.7,9.3,-5.2,0,1,3.7,"SW",6.3,"SW",NA
"eb30885b",3.4,12,-1.7,0,1.2,4,"SW",8.5,"SW",NA
"3e04840e",1,7.6,-3.8,0,1.7,5.1,"NE",10.2,"NE",NA
"0c2448ba",2.2,12.4,-4.3,0,1.2,3.8,"SW",6.1,"SW",NA
"a10efa6b",9.5,18.8,4.3,14,1,5.3,"SW",9.9,"SW",NA
"39f25735",5.6,11.4,1.9,1,0.6,2.7,"SW",4.2,"SW",NA
"48388f9f",7.3,11.6,1.8,1.5,2.2,6.1,"SW",11.3,"SW",NA
"c261ecf9",2.1,11.2,-4.2,0,0.9,3.2,"SW",5.6,"SW",NA
"f041204d",5.3,15,-2.3,0,1.2,4,"SW",7.2,"SW",NA
"75c43dd4",6,9.3,2.5,16,1.1,4.4,"E",7.8,"E",NA
"c5973fc2",5.3,16.6,-2.6,0,1.1,3.6,"SW",6.9,"SW",NA
"f7b7f376",6.1,9.4,3,5.5,0.7,1.9,"NE",2.9,"NE",NA
"18b846da",3.3,11.2,-3.6,0,1.3,4.9,"SW",9.1,"SW",NA
"d27a88b3",9.3,16.3,5.6,0,1.1,4.6,"SW",7.7,"SW",NA
"3f25cafa",10,17.4,3.8,0,1.4,4.6,"SW",8.1,"SW",NA
"a589e0d1",4.7,9.6,-0.7,1,1.6,7.5,"E",12,"SE",NA
"97a95cf5",4.2,15,-3.3,0,1.1,3.9,"SW",6.1,"W",NA
"7af61ebc",5.8,15.4,-2.2,0,1.5,4.6,"SW",7.6,"SW",NA
"a61695e7",4.2,6.3,2.5,25,0.8,2.7,"SW",4.7,"SW",NA
"876dbda1",9.1,20.7,2.1,0,0.9,2.5,"SW",5.2,"SW",NA
"ec28e7d7",7.5,17.9,0.2,0,1.1,4.4,"SW",7.8,"SW",NA
"1c0ef479",3.4,9.3,-1.7,0,1.7,6.2,"NE",13.5,"E",NA
"f151b630",4.1,13.3,-3.7,0,1.3,5.3,"SW",8.9,"SW",NA
"2db13d6b",8.5,16.6,3.5,0,1.3,4.5,"SW",8.9,"W",NA
"51f7fd6b",7.9,11.5,4.2,2,2.3,5,"NE",9.4,"NE",NA
"21f24632",9.3,19.8,0.3,0,1.8,6.6,"SW",11.8,"SW",NA
"7cfe066d",4.9,11.2,-0.3,0,2,7.7,"E",14.4,"E",NA
"64219274",10.8,22.9,1.6,0,1.4,4.2,"SW",7.3,"SW",NA
"559e5b66",14.4,21.5,8,12.5,1.2,4.3,"SW",8.5,"SW",NA
"59f673cf",8.6,12.2,5.3,1.5,0.7,2.2,"SW",3.8,"SW",NA
"8d274208",11.6,14.8,9.6,25,1,4.5,"SW",7.6,"SW",NA
"94372452",10.1,15.9,2.5,0,2,5,"SW",11.5,"SW",NA
"bc988b1a",8.7,18.3,0.3,0,1.5,4.6,"SW",8.3,"W",NA
"178b6823",11.2,19,4.1,0,1.5,4.7,"SW",8.6,"SW",NA
"c8f4964e",8,17.8,-0.5,0,1.4,4.7,"SW",9.9,"SW",NA
"d1e4f014",8.8,19.2,0.2,0,1.3,4.6,"SW",7.6,"SW",NA
"f94b5f5c",10.6,20.3,0.9,0,1.6,5.6,"SW",12.8,"SW",NA
"1f901d6e",11.3,19.1,3.4,0,1.9,5.5,"SW",10.3,"SW",NA
"9a1500f7",9.1,17,2,0,1.9,5.8,"SW",11.8,"SW",NA
"82cae47e",8.5,16.8,0.5,0,1.8,5.1,"SW",8.3,"SW",NA
"1866ce55",8.8,17.7,2.7,0,1.5,5.2,"SW",9.9,"W",NA
"43533ec2",12.7,22.7,4.2,0,2.1,6.1,"SW",10.5,"NW",NA
"72ecf7d0",9.9,13,7.9,75,1.3,5,"SW",9.5,"SW",NA
"66706800",13.1,16.5,9.7,18.5,1.1,3,"NE",6.1,"NE",NA
"7eaf8c89",12.8,20,7.1,0,1.6,4.8,"E",8,"E",NA
"67bfead3",9.3,15.2,3.2,0,1.9,5.7,"SW",12.7,"SW",NA
"e403a6a2",7.3,15.8,0.9,3.5,1.7,5.9,"SW",10.7,"SW",NA
"23a3bc46",9.9,19.3,1.2,0,1.8,5.2,"SW",10.6,"SW",NA
"226c3e95",13.5,21.4,7,0,1.5,5.2,"SW",10.2,"SW",NA
"0ac391dd",11.7,19.3,5.7,0,1.7,5.6,"SW",10.8,"SW",NA
"893f4696",15.8,26.3,6.1,0,1.8,5.2,"SW",9.4,"SW",NA
"65af860c",17.4,27,9,0,1.6,5.2,"SW",8.4,"SW",NA
"88f0c445",20.5,33.1,9.5,0,1.6,5.2,"SW",8.1,"SW",NA
"67ff0179",18.2,26.4,11.7,0,1.9,5.2,"SW",9,"SW",NA
"21b3d099",17.4,25.3,12.9,6,1.1,4.6,"SW",7.5,"SW",NA
"ccec92d0",21.2,29.7,14.1,0,2,4.4,"SW",8.5,"SW",NA
"207c524a",15.4,18.1,12.3,14,1,3,"N",5.4,"NE",NA
"cd231003",15.1,23.8,9.6,0.5,1.5,4.6,"SW",9.2,"SW",NA
"222cd53f",14.9,24.6,6.6,0,2.2,5,"SW",8.9,"S",NA
"6b8da2a9",14.3,19.1,9.1,0.5,1.4,4.3,"SW",6.8,"SW",NA
"871d6233",17.7,28.1,7.9,0,1.6,5,"SW",7.8,"SW",NA
"aa147815",17.3,28.4,6.9,0,1.6,4.9,"SW",9,"SW",NA
"474b3a5c",17.4,24.8,9.6,0,1.7,4.8,"SW",7.6,"SW",NA
"97e8ca5e",19.7,28.6,15.1,39,1.6,4.3,"SW",8.8,"W",NA
"9627488d",16.5,22.6,12.4,0,1.2,4.3,"SW",7.6,"SW",NA
"7b780ac4",18.4,26.7,10.5,0,1.7,4.5,"SW",7.8,"SW",NA
"9477cff8",19.4,26.9,12.9,0,1.9,5.1,"SW",8.5,"S",NA
"d23b1e18",20.4,26.8,16.1,0,2,4.9,"SW",8.2,"SW",NA
"d3f49ccb",19.2,25.1,15.1,0.5,1.3,4.6,"E",7.4,"NE",NA
"c4195b2a",15.1,19.4,11.9,0.5,0.9,4.1,"SW",6.3,"SW",NA
"dcc6bfa3",19.4,25,13.9,0.5,1.6,4.1,"SW",6.8,"SW",NA
"f639979e",22,29.9,16.1,0,1.4,4.5,"SW",7.6,"SW",NA
"98dae936",21,29.5,15.1,0,1.5,4.7,"SW",7.7,"SW",NA
"81ca8f6c",23.5,33.4,15.5,0,1.6,5.1,"SW",8.5,"SW",NA
"b3ea43d8",22.6,30.4,16.8,0,2.1,5.3,"SW",10,"SW",NA
"f39fb340",22.8,31.4,15.3,0,2,5.5,"SW",9.5,"SW",NA
"d2e49b06",22.6,30.2,16.1,0,1.9,4.8,"SW",8.9,"SW",NA
"7fcec8f7",21.6,22.9,20.6,36.5,0.8,1.9,"NE",2.9,"NE",NA
"137d41ba",21.5,22.9,20,20.5,1,2.8,"NE",4.4,"NE",NA
"2e81f3f1",17,18.3,15.4,55,0.5,1.8,"SW",3.9,"S",NA
"379195ab",21.2,28.4,16,0,1.5,4.7,"SW",7.7,"SW",NA
"05b1591f",18.6,22.8,17,9,0.7,1.7,"NE",2.4,"NE",NA
"6b5227b7",23.2,30.2,19.5,15.5,1.2,3.7,"SW",5.8,"SW",NA
"724241ed",23.8,31.9,20.1,12.5,1.2,3.8,"SW",6.6,"SW",NA
"6a9da564",24,29.4,21.1,2.5,1,2.7,"SW",5,"S",NA
"40628d59",23.5,31,18.2,0,1,2.9,"SW",5.2,"SW",NA
"209c3389",19.9,23.2,18.3,168.5,0.9,4.3,"W",9.8,"NW",NA
"ffe3bd74",21.7,24.1,18.9,44,1.5,5.3,"NW",10.9,"NW",NA
"ba306932",20.9,22.8,18.9,121,1.2,3.6,"NW",8.6,"NW",NA
"2f7195ff",21.4,25.7,18.4,31,1.2,2.5,"NE",6,"SW",NA
"f00e1b02",21.6,24.8,19.4,86,1.2,3.7,"NE",5.6,"NE",NA
"b3e40f1c",23.5,31.3,18.6,0,1.2,4.7,"SW",9.3,"SW",NA
"9b4ba054",19.8,24,17.9,18,0.9,2.8,"SW",4.5,"SW",NA
"03b70d0a",19.8,21.7,18,34,1.2,3.1,"NE",4.7,"NE",NA
"eee84f43",20.8,25.4,17.8,0,1,2.5,"SW",5.7,"SW",NA
"3197c1be",22.9,30.8,16.9,0,1.5,4.3,"SW",7,"SW",NA
"b412dc27",21,24,19.3,27.5,0.9,2.8,"SW",4.5,"SW",NA
"9cbd736f",23.1,29.7,19.3,4,1.3,5,"W",8,"NW",NA
"0c6b73f5",25.7,33.8,20.2,1.5,1.5,4.6,"SW",7.5,"SW",NA
"cbcb6911",26.4,33.5,21.5,7,1.3,4,"SW",7.9,"SW",NA
"e364c659",22.5,25.1,20.7,2,0.8,1.9,"NE",2.7,"SW",NA
"7b986b07",22.9,30.1,20,29.5,0.8,2.2,"SW",4.9,"SW",NA
"96c7294e",21.4,24.3,20,151.5,0.9,2.4,"NE",3.6,"SE",NA
"cc3dba2a",21.6,24.9,18.7,12,0.9,2.3,"NE",3.8,"NE",NA
"e4921562",22.5,26.3,19.8,4.5,1.2,2.5,"NE",3.4,"NE",NA
"364a31e5",24.2,32.1,19.5,4.5,1.1,3.8,"SW",6.2,"SW",NA
"5e556052",24.7,31.9,20.5,4,0.9,2.4,"NE",5.2,"NE",NA
"812a9e3f",25.8,32.4,20.9,1,1.5,3.6,"SW",6.9,"SW",NA
"1b86b414",27.6,34.5,21.5,0,1.8,3.9,"SW",7.4,"S",NA
"6b830f4d",26.7,34.1,21.9,0,1.6,3.8,"SW",6.8,"SW",NA
"5a3cc65f",26.4,34.1,21.6,0,1.3,3.2,"SW",5.3,"SW",NA
"7b47ee19",26.4,33.5,21.8,0,1,2.4,"SW",4.1,"SW",NA
"51b8c624",27.5,36.3,21,0,1.4,4.2,"SW",7.1,"SW",NA
"e7d274fa",27.7,34.8,21.2,0,1.6,4.3,"SW",7.4,"S",NA
"0a8d36b3",28,37,23,0,1.5,4.4,"SW",6.8,"SW",NA
