"date","avg.temp","max.temp","min.temp","precipitation","avg.wind.speed","max.wind.speed","max.wind.speed.dir","max.inst.wind.speed","max.inst.wind.speed.dir","min.atmos.pressure"
"84bd4439",22.1,26.3,18.3,5.5,1.6,3.8,"S",7.3,"S",NA
"49009861",22.1,25.3,18.5,0,1.2,4.4,"N",9.5,"N",NA
"1ce3bd4d",22.4,26.5,19.4,0,4.3,7.2,"N",12,"N",NA
"9bff23e6",21.7,26.4,18.8,2,4.3,8,"NE",13.6,"N",NA
"60a9509d",22.6,28.7,19.1,0,2,6.3,"SW",9.7,"SW",NA
"5ab3503b",20.8,27.6,17.7,8,1.6,5,"NE",8.5,"NE",NA
"6a9b7332",20.5,23.2,17.8,12,1,3.5,"SW",5.8,"SW",NA
"6fb420a6",22.9,28.1,19.8,10.5,2,4.5,"S",8.2,"S",NA
"fdf76ffe",22.1,27.5,19.3,23.5,1.2,5,"SW",8.3,"SW",NA
"97b4c38c",23.9,30.4,19.2,0,2.2,5.6,"SW",10.6,"SW",NA
"c257e6a0",20.9,24.9,19.2,45,1,3.6,"SW",7,"S",NA
"0c02c215",21.6,25.8,19.4,1.5,2.7,6,"SW",10.1,"SW",NA
"d80d2c3d",21.8,24.6,20.1,2.5,0.7,2.3,"SE",4.5,"S",NA
"6f253cb9",23.2,27.9,19.2,0,1.5,5.7,"SW",8.6,"SW",NA
"a79ce085",21.9,25.3,20.3,19.5,1.3,3.9,"SW",7.5,"SW",NA
"58760d22",24.8,32.1,20.1,1.5,1.4,4.4,"NE",7.9,"NE",NA
"ebdd960f",25.3,31.8,20.2,0,2.1,5.2,"SW",9.8,"SW",NA
"b5bab358",25,31.5,21,0,2.3,6.1,"S",10.6,"S",NA
"7dd6aca5",23.4,28.5,21.2,25.5,2.2,5.5,"SW",10.1,"SW",NA
"ddb52f49",25.4,31.5,21.4,2.5,1.7,4.1,"SW",7.1,"SW",NA
"d610e6fd",25.4,32.6,21,27.5,1.5,6.8,"N",10.7,"NE",NA
"46032ed0",26,33,20.4,0,1.4,4.7,"SW",8,"SW",NA
"b303622d",27.2,35.1,22.3,0.5,1.4,3.9,"SE",6.2,"S",NA
"cc92ae95",26.1,35.5,20.4,0,1.1,6.4,"E",12.4,"SE",NA
"f688ae33",26.1,34.5,22.9,0.5,1.3,3.8,"SW",6.5,"SW",NA
"d6c86408",27.1,33.7,22,0,1.7,4,"SW",7.9,"S",NA
"937c5c43",27.1,35,23,0,1.7,4.8,"SW",8.8,"S",NA
"7d75fecb",26.9,35.1,21.8,0,1.6,5.8,"NW",9.5,"NW",NA
"e6c3ff52",26.8,35.5,22.5,0,1.3,3.6,"NW",8.1,"W",NA
"7757bcb2",27.9,34.2,23.3,0,1.5,4.1,"NE",7,"N",NA
"ece1bd2b",26.7,32.3,22.4,1,2,5.6,"N",8.8,"N",NA
"c03a525c",26.1,32.4,22.5,0.5,2.9,7.2,"SE",13.5,"SE",NA
"52791d04",24.8,29.5,22.7,43,5.1,8.3,"S",17.2,"S",NA
"383ab176",25.9,32.3,21.9,0,1.7,4.1,"SW",7.5,"SW",NA
"6dd9945a",25.7,33,20.5,0,1,3,"SW",4.8,"S",NA
"a38cb0ef",25.9,33.1,22.4,15.5,1.5,5.3,"S",9.3,"SE",NA
"6d98ac43",24.7,29,21.9,1.5,1.5,5.4,"SW",9.7,"SW",NA
"4e1f0b16",19.6,25,16.9,0,0.9,3,"SE",5.6,"SE",NA
"f717b5bb",23.8,28.8,18,0,1.1,2.8,"SE",4.3,"SE",NA
"422be7a4",20.7,26.9,16,12.5,1.2,4.2,"S",7.9,"S",NA
"be5e0fa5",21.8,24.3,20.2,15.5,2,5.7,"SW",10.1,"S",NA
"16b21254",23.5,29.1,19.4,1.5,2.3,6.8,"SW",10.4,"SW",NA
"fb6091b4",21.7,26.9,17.8,0,0.9,4.2,"NW",7.2,"NW",NA
"ae83b498",22,28.5,16.6,0,1.2,5.7,"SW",9.5,"SW",NA
"e946c269",22.9,27.4,20.7,1,0.9,3.1,"SW",5,"W",NA
"52ac45cd",24.4,31.9,19.1,0,1.3,3.4,"NE",5.3,"S",NA
"f30044f2",26.4,33.8,20.7,0,2.5,5.2,"NE",9.6,"N",NA
"c91a4454",26.6,33,22.3,3,1.9,6.7,"NE",10.7,"NE",NA
"f932675d",21.3,29.2,13.7,0,1.4,4.1,"SW",6.5,"SW",NA
"2843832e",24.2,30.4,19.7,0,3,5.5,"NE",9.6,"N",NA
"575ffeaf",23.5,29.4,19.2,0,4.2,8.5,"NE",13.7,"NE",NA
"17e30a70",23.9,29.8,18.1,0,3.2,5.9,"NE",9.5,"NE",NA
"9ffa8fb5",18.2,25.5,11.8,0,1.9,5,"NE",8.1,"N",NA
"bc7d28e0",20.3,24.9,15.8,0,1.4,6.7,"SW",8.1,"SW",NA
"ac2a3587",19.2,25.9,14.1,0,2.4,6,"NE",9.9,"NE",NA
"39defb5d",19.7,24.7,15.6,0,1.3,4,"S",7.5,"SE",NA
"01947c8e",20.2,29,14.2,1,1.2,3.8,"S",7.4,"SW",NA
"0c5da78e",22.1,27.8,16.5,0,1.5,3.9,"N",6.4,"N",NA
"89557bbe",22.3,29.7,17.4,0,1.4,3.6,"SW",5.3,"SW",NA
"28f97a81",20.9,27.4,16,0,1.3,3.5,"SW",6.7,"S",NA
"12e37a27",20.7,26.3,16.9,0,3,7.2,"SE",12.3,"SE",NA
"014cfe7b",19,23.9,13.5,17,3.6,8.6,"SE",14.6,"SE",NA
"ccfd0ff3",17.7,20.5,13.5,7.5,3.2,7.3,"SW",13.4,"S",NA
"31476521",14.5,20.6,9,0,2.9,7.1,"NE",10.8,"NE",NA
"c05a75d2",16.3,26,7.6,0,1.2,2.8,"NE",4.7,"N",NA
"b0d20f22",20.1,25.6,15.3,3.5,2.3,5.3,"N",8.6,"N",NA
"e4fea8dd",19.6,21.2,18.4,63.5,5.5,9.5,"NE",17.1,"N",NA
"4ca7e723",14.3,16.6,12.8,6.5,1.9,3.8,"N",6.6,"NE",NA
"4a8350f9",14.4,20.2,10.7,0,3.7,6.7,"NE",11.3,"NE",NA
"ab93a519",14.3,21.6,8.3,0,1.6,3.8,"SE",6.5,"S",NA
"85153a6f",17.4,20.8,14.3,0,3,6.1,"NE",10,"NE",NA
"f59d409f",15.3,18.5,12.2,13.5,2.5,5.5,"NE",8.9,"N",NA
"77407c47",13.4,18.2,9.6,0,1.2,3,"NE",4.6,"NE",NA
"36330a4b",13.2,19.5,9.6,0,1.5,4.5,"N",9.1,"N",NA
"ae1a0e74",10.8,11.6,9.4,7,0.7,2.8,"NE",4,"NE",NA
"56d39989",12.6,19.2,8.9,0,1.2,2.7,"S",4.8,"S",NA
"4e055d8d",11.5,19.2,6,0,1.1,4.1,"SW",7.4,"S",NA
"3f42a5ae",11.5,22,3.7,0,2,6.2,"NE",10.9,"NE",NA
"6aa18082",10.5,18.7,4.6,0,1.1,4,"S",6.7,"S",NA
"3bf8b132",9.8,16.3,4.2,0,2.5,6.4,"NE",11.1,"NE",NA
"ec0fc621",7.9,17.1,1.9,0,1.3,3.1,"S",6.2,"SW",NA
"4da3c71e",7.8,18.3,1.2,0,1.2,3.6,"NE",5.6,"N",NA
"9f5c7c99",8.2,14.9,3.7,0,2.5,6.1,"NE",11.4,"NE",NA
"1993cdc7",8.1,16.5,2,0,1.2,4.2,"SW",7.1,"SW",NA
"9d549324",8.5,15,3.1,2.5,1.6,5.9,"SW",11.3,"S",NA
"bf91079b",9.9,16.5,2.1,10,3,7.4,"NW",13.2,"SW",NA
"7f2e48d8",7.2,15.8,-0.3,0,1.2,4.2,"SW",7,"SW",NA
"add1f35f",11.2,18.9,2.2,20.5,3.6,9.3,"S",17.8,"SW",NA
"2b1e4201",4.9,11.8,0,0,3,7.8,"NE",13,"NE",NA
"afd91ce2",3.8,12.1,-1.6,0,1.3,2.9,"N",5.3,"NE",NA
"0fba9f0e",4.1,8.1,-1.2,5,0.8,2.7,"NE",5.7,"NE",NA
"dab39d12",12.9,19.4,7,0,1.3,3.9,"SE",6.2,"SE",NA
"0d44ea01",11.1,16.7,6.7,0,3.4,9.6,"NE",15.4,"NE",NA
"170e414a",7.2,11.5,5.5,2.5,2.4,5.3,"NE",8.8,"N",NA
"a2321355",9.7,15.2,6.4,5.5,1.8,6.2,"SW",9.6,"SW",NA
"c5f1facd",4.9,8,0.6,1.5,4.8,7.4,"NE",12.2,"NE",NA
"bf8d0273",1.5,8.3,-3,0,1.7,5.9,"NE",9.6,"NE",NA
"3a85de43",3.9,13.8,-3.8,0,1.6,8.1,"S",13.1,"S",NA
"a8c6911b",8.8,13.6,3.4,33.5,1.9,6.1,"SW",12.1,"S",NA
"3c69c7ea",6,11.8,-0.6,0,2.1,5.1,"NW",9.1,"SW",NA
"e86629c2",2.9,10.3,-2.4,0,1.7,5.9,"SW",10.4,"SW",NA
"cbde7ac2",3.1,9,-0.6,0,2.3,5.8,"SW",10,"NW",NA
"1921c145",1.8,4.5,-1.7,0,1,2.8,"N",4.6,"NE",NA
"2418bbb9",1.8,8,-3.1,0,2.6,7.1,"NE",11.1,"NE",NA
"e81b9239",5.6,16.5,-1.3,0,1.2,4.7,"SW",7.2,"SW",NA
"2a45b45b",2.2,8.4,-2.5,0,1.4,3.8,"NE",6.7,"NE",NA
"ba567c76",4.5,12.3,-2.6,0,3.2,9.3,"S",16.9,"SE",NA
"62c2b712",2.6,7.9,-2.6,0,2.9,5.7,"N",9.5,"NE",NA
"3721923e",2.3,12.5,-4.2,0,1.1,3.2,"SW",5.1,"SW",NA
"b03d0c95",5.4,9.5,0.7,11,0.8,2.2,"SE",4.1,"E",NA
"da961dff",6.5,12.7,0.6,0,2.3,6,"SW",9.2,"S",NA
"cddd8e97",2.5,6.9,-1,10.5,1.3,4,"N",6.5,"N",NA
"df74e6ff",2.7,6.8,-2.4,0,2.5,7.6,"NE",12.4,"NE",NA
"fcccb5ff",2.4,11.5,-3.8,0,1.9,7,"SW",13.1,"SW",NA
"28c35bd7",3.6,7.3,-0.2,5,0.6,2,"NE",3.3,"NE",NA
"92e6bf80",0.6,6,-3.2,0,2.6,5.8,"N",9.6,"N",NA
"6d0c5227",1.3,8,-4.9,0,1.3,4.2,"SW",7.4,"S",NA
"0950be19",3,6.2,0.7,7.5,0.7,2.2,"NE",3.3,"NE",NA
"38330892",4.9,12.8,-2.1,0,2.9,9.5,"NW",16.7,"NW",NA
"0a13c426",0.8,9.3,-4.6,0,1,3.3,"S",5.3,"S",NA
"3fc5dba9",1.4,5.9,-2.5,0,1.9,4.8,"N",8,"NW",NA
"0de5171d",0.6,3.5,-3.7,4,0.9,2.1,"NW",4.1,"SE",NA
"0fb5e0f8",8.8,15.5,3.2,20.5,3.8,9.5,"SW",19.6,"SW",NA
"2ecec8be",5.8,11.1,1.3,0,2.7,8.5,"NW",14.4,"NW",NA
"37deaee4",3.8,8.1,-2.3,0,2.4,5.5,"NE",8.6,"NE",NA
"2f014a6d",1.6,10.7,-4.2,0,1.7,6.3,"SW",10.5,"S",NA
"05fe6250",0.1,3.4,-2.7,0,0.6,1.8,"S",2.9,"S",NA
"458b92c8",3.8,9.6,-0.6,0,2.4,5.8,"SW",9.4,"S",NA
"29381b85",2.5,7.2,-4,0.5,1.1,4.9,"SW",6.8,"SW",NA
"30287ddf",2.1,7.1,-1.5,3,1.6,5.3,"SE",9.1,"SE",NA
"d364229a",3.1,8.1,-2.1,0,3.5,8,"NE",12.9,"N",NA
"f99b0aa7",3.2,11.8,-5.1,0,2.7,7.3,"SW",13.4,"SE",NA
"b9eefa3f",5.7,7.8,3.4,16,1.1,5.3,"SW",9.3,"SW",NA
"cc4d1528",2.6,6.2,0.3,0,3.4,5,"N",8.8,"NE",NA
"d492f1a1",3.8,8.6,1.3,0,1.8,5.3,"NE",8.7,"NE",NA
"fe6dd99c",2.9,6,1.4,1,3.9,10,"N",15.9,"N",NA
"fc3d2e79",5.5,8.4,1.2,6,3.8,6.7,"NE",12.7,"N",NA
"daaa2eed",7.5,13.5,3.7,1,2.3,5.9,"N",10.8,"N",NA
"c3ba48b7",4.6,9.6,0.2,0,2.7,6.3,"SW",10.1,"SW",NA
"03c9eecc",0.9,8.9,-6,0,1.9,5.6,"NW",10.1,"NW",NA
"aee35c1d",1.8,10.2,-4.9,0,1.7,6.5,"SW",10.9,"S",NA
"361ff143",2.7,10.5,-3,0,1.9,5.5,"S",12.4,"N",NA
"db40b30a",1.5,7.9,-2.7,0,3.4,8.2,"S",13.9,"S",NA
"043f3df7",-2.4,1.4,-6.6,0,3,6.9,"W",13.6,"SW",NA
"c39f2713",-1.1,7.9,-9,0,2.3,6.5,"SW",10.8,"SW",NA
"eb30885b",2,8.9,-2.6,0,2.9,7.8,"NE",12.1,"NE",NA
"3e04840e",-1.1,3.9,-4.8,0,3.6,7.1,"NE",11,"NE",NA
"0c2448ba",0.2,8,-5.1,0,2.3,6.4,"NE",10.1,"N",NA
"a10efa6b",9.1,19,3.4,22.5,2.3,7.9,"SE",13.6,"S",NA
"39f25735",5.1,11.2,1.1,0,1.2,3,"SE",4.9,"SE",NA
"48388f9f",6.2,12.6,-1.9,0,5.9,9.7,"S",15.9,"S",NA
"c261ecf9",1.4,10.2,-5.4,0,1.1,2.7,"S",4.7,"SE",NA
"f041204d",5,13.4,-2.9,0,2.2,5.8,"S",10.5,"SE",NA
"75c43dd4",6.3,9.9,2.7,13,3.1,7.7,"S",14.3,"SW",NA
"c5973fc2",4.2,14.6,-4.5,0,1.8,6,"SW",10,"SW",NA
"f7b7f376",4.5,7.2,0.8,2.5,2.7,6.1,"NE",10,"NE",NA
"18b846da",2.1,9.1,-5.5,0,1.7,5.1,"SW",9.1,"S",NA
"d27a88b3",7.1,13.1,1.4,0,2.5,5.6,"NE",9.3,"N",NA
"3f25cafa",8,15,2.6,0,1.9,6.2,"SW",11.2,"S",NA
"a589e0d1",3.5,7.3,-0.7,0.5,2.4,5.9,"NW",14.2,"W",NA
"97a95cf5",3.2,11.2,-3.3,0,3.6,7,"NE",11.5,"N",NA
"7af61ebc",4.8,14.2,-3.7,0,2.1,5.6,"S",10.4,"S",NA
"a61695e7",4.7,7.1,2.8,6.5,2.4,6.1,"N",9.6,"NE",NA
"876dbda1",9.8,19.7,1.7,0,1.6,4.8,"S",7.7,"S",NA
"ec28e7d7",6.7,17,-1.6,0,2.3,6.6,"S",12.4,"SW",NA
"1c0ef479",1,5.3,-2.7,0,3.1,7.6,"SE",12.6,"SE",NA
"f151b630",3.1,11.1,-5.4,0,3.5,7.8,"SW",13.2,"S",NA
"2db13d6b",7.3,15.2,1.2,2.5,2.5,5.7,"SE",9.1,"S",NA
"51f7fd6b",7,12.1,0,1,3.5,9.1,"SW",19.1,"SW",NA
"21f24632",8.4,18.9,-1.3,0,2.3,7.3,"SW",16.1,"SW",NA
"7cfe066d",3.2,8,-2.4,0,3.3,7.7,"NW",14,"W",NA
"64219274",10.1,21.7,-0.2,0,1.7,5,"SW",8.6,"SW",NA
"559e5b66",11.1,15.5,4.3,22.5,3.8,7.8,"SW",13.5,"NE",NA
"59f673cf",7.1,12.2,2.7,0,1.6,5.9,"SW",8.1,"SW",NA
"8d274208",10.8,14,9.4,13.5,2.3,5.5,"NE",9.8,"NE",NA
"94372452",8.4,14.1,1.9,0,4.3,8.3,"NW",13.6,"NW",NA
"bc988b1a",7.7,17,-1.6,0,2.5,5.9,"S",10.6,"S",NA
"178b6823",9.5,17.8,0,0,3,7.6,"SW",13.3,"S",NA
"c8f4964e",7.9,15.8,-1.3,0,2.8,6.6,"NW",12.5,"NW",NA
"d1e4f014",8.2,17.7,0.3,0,2,5.8,"S",9.9,"SW",NA
"f94b5f5c",9.5,17.5,-0.5,0,2.5,7.7,"SW",14.4,"SW",NA
"1f901d6e",10.7,18.2,2.4,0,2.7,8.5,"SE",15.5,"S",NA
"9a1500f7",7.1,13.9,0.9,0,3.7,7.4,"NE",12.6,"NE",NA
"82cae47e",6.9,15.4,-1.2,0,2.6,6.9,"NE",12.6,"S",NA
"1866ce55",7.2,13.6,2.9,0,4.1,8.5,"NE",14,"NE",NA
"43533ec2",10.7,19.6,4.1,0,2.9,8.6,"NE",13.7,"NE",NA
"72ecf7d0",7.6,8.8,6.4,54.5,2.1,6.7,"SW",10.5,"SW",NA
"66706800",11.8,15.2,9.4,15.5,2,7,"SW",11,"SW",NA
"7eaf8c89",11.7,18.2,5.2,0,4.1,10.2,"SW",15.8,"SW",NA
"67bfead3",9.3,14.5,4.6,0,5.2,10.2,"SW",16,"SW",NA
"e403a6a2",6.4,14.6,-0.4,0,2.7,6.8,"SW",13.3,"SE",NA
"23a3bc46",8.9,17.7,-0.2,0,3.5,7.2,"S",13.5,"S",NA
"226c3e95",11.6,17.5,5.5,0,2.2,5.7,"NE",9.7,"NE",NA
"0ac391dd",10.4,18,3.5,0,2.4,5.7,"S",9.8,"W",NA
"893f4696",15.5,25,5.5,0,3.1,7.5,"S",13.4,"S",NA
"65af860c",17,25.9,7.6,0,3.4,7.8,"SW",12.8,"SW",NA
"88f0c445",20,31.5,9,0,2,5.9,"SW",9.8,"SW",NA
"67ff0179",17.6,26.5,10.3,0,2.9,6.8,"SW",11.5,"SW",NA
"21b3d099",18.2,26.4,12.3,0,2.6,5.7,"SW",10.3,"SW",NA
"ccec92d0",19.9,28,13.5,0,1.8,6.9,"NE",10.5,"NE",NA
"207c524a",14.8,19.7,11.1,11.5,2.2,7.1,"S",14.7,"SW",NA
"cd231003",12.5,18.5,6.3,0,4.5,7.4,"NE",12.5,"NE",NA
"222cd53f",13.5,23.9,3.9,0,3.3,7.1,"SW",12.7,"S",NA
"6b8da2a9",13.4,17.9,9.9,0.5,3.2,6.4,"SE",11.3,"S",NA
"871d6233",17.6,26.6,8,0,2.9,7.1,"S",13.6,"SE",NA
"aa147815",16.1,26,5.8,0,1.6,4.5,"N",7.9,"NE",NA
"474b3a5c",16.6,24.6,8.8,0,2.2,5.4,"S",10.7,"SW",NA
"97e8ca5e",18.7,26.3,13.7,34,2.3,6,"S",11.8,"SW",NA
"9627488d",16,20.3,11.6,0,3.2,6.1,"SW",11.2,"SW",NA
"7b780ac4",17.7,25.9,9.8,0,2.2,5.8,"SW",10,"S",NA
"9477cff8",18.6,24.8,14.1,0,2.1,5.5,"SE",10.4,"S",NA
"d23b1e18",19.5,26.1,13.9,0,2.7,7.1,"S",13,"S",NA
"d3f49ccb",18.3,23.4,14.8,1,1.7,4.5,"S",8.6,"S",NA
"c4195b2a",15.2,18.5,12,0,0.9,2.6,"SW",4.3,"SW",NA
"dcc6bfa3",19.2,25.2,14.2,0,2,5.3,"S",9.9,"S",NA
"f639979e",22.2,29.5,15.6,0.5,2.8,6.3,"SW",10.8,"SW",NA
"98dae936",21,28.8,13.8,0,2.3,6,"SW",10.6,"SW",NA
"81ca8f6c",23.5,32.7,15,0,2.5,6.6,"SW",10.7,"SE",NA
"b3ea43d8",21.7,29.6,14.8,0,2.7,5.3,"NE",9.8,"SW",NA
"f39fb340",22.4,31.1,15,0,2.3,7,"SW",11.7,"S",NA
"d2e49b06",22.7,30.6,14.9,0,2.3,5.2,"SW",10,"SW",NA
"7fcec8f7",20.2,21.2,19.2,63.5,0.9,4.5,"NE",7.4,"NE",NA
"137d41ba",20.9,23.4,18.8,83,2.6,6.8,"SW",10.5,"SW",NA
"2e81f3f1",16.7,19.2,14.8,13,2,4.4,"NE",7.2,"N",NA
"379195ab",20.2,27.3,14.4,0,2.8,6.1,"NE",10.7,"N",NA
"05b1591f",19.1,20.9,16.7,4,3.7,6.8,"N",11.4,"N",NA
"6b5227b7",22.5,29.1,19.2,1,1.8,5.3,"SW",9,"SW",NA
"724241ed",22.4,29.6,18.9,7,2.1,6.5,"SW",10.5,"SW",NA
"6a9da564",23.3,26.3,19.2,10,2.6,5.5,"SW",10.3,"SW",NA
"40628d59",22.8,28.9,15.7,0,2.2,6.4,"SW",10.7,"SW",NA
"209c3389",19.5,21.7,17.6,57,2.9,6.8,"SW",11.6,"SW",NA
"ffe3bd74",22.4,26.1,18.8,13.5,5.4,8.7,"SW",17,"SW",NA
"ba306932",20.7,22.2,19.5,50,4.7,8.8,"S",16.1,"S",NA
"2f7195ff",21.7,24.9,19.1,5,3.6,7.8,"SW",12.7,"SW",NA
"f00e1b02",22.3,24.2,21,22.5,4.3,8.7,"SW",14.1,"SW",NA
"b3e40f1c",22.9,29,19,0,3.4,8.3,"NE",12.9,"NE",NA
"9b4ba054",18.8,23.8,16.8,16,2.6,5.6,"SW",10.6,"S",NA
"03b70d0a",19.9,22.7,17.8,22.5,4.1,9.2,"SW",14.4,"S",NA
"eee84f43",20.6,23.1,17.8,1.5,2.5,5.6,"SW",10.2,"S",NA
"3197c1be",22.1,28.3,17.7,1,1.5,5.3,"S",10.2,"S",NA
"b412dc27",20.5,22.2,18.7,7.5,1.1,4.3,"NE",6.8,"NE",NA
"9cbd736f",22.6,28.4,19.5,3.5,2,6.6,"SW",11.4,"SW",NA
"0c6b73f5",24.3,32.2,20.5,27,1.2,5.3,"N",12,"W",NA
"cbcb6911",25.1,32.6,20.1,23,1.5,6.3,"NE",11.5,"N",NA
"e364c659",20.1,22.9,18.9,26.5,1.3,3.1,"N",4.9,"N",NA
"7b986b07",21.4,26.7,18.4,8,0.8,6.4,"S",11.5,"SW",NA
"96c7294e",21.5,23.2,20,21.5,1.4,4.6,"SW",7.4,"SW",NA
"cc3dba2a",21.4,24.6,19.1,22,1.7,5,"SW",8.9,"SW",NA
"e4921562",22.3,24.8,20.9,23.5,2.2,6.1,"SW",10.9,"SW",NA
"364a31e5",23.8,29.1,19.6,4,0.8,3.7,"SE",6,"SE",NA
"5e556052",24.5,31.1,20.1,16.5,1.9,4.8,"SW",8.1,"SW",NA
"812a9e3f",24.8,31.7,20.1,0,1.8,6.7,"NE",10.2,"NE",NA
"1b86b414",25.9,34.4,20.9,38.5,1.5,5,"SW",8.1,"S",NA
"6b830f4d",25.6,32.3,21,1,1.9,4.4,"S",8,"S",NA
"5a3cc65f",25.3,31.6,20.6,0,2,5.7,"SW",10.5,"SW",NA
"7b47ee19",26.2,32.7,22,0,3.2,6.3,"S",11.4,"S",NA
"51b8c624",26.3,33.8,20.4,0,2.2,7,"S",13.3,"S",NA
"e7d274fa",27.3,34.1,20.7,0,2.6,5.8,"SW",10.2,"SW",NA
"0a8d36b3",27.4,35,23.5,0,1.3,3.9,"SW",6.6,"S",NA
"d66dbde8",25.3,30.7,21.1,0,1.5,4.7,"SW",6.9,"SW",NA
"90211c98",27.6,35.8,20.2,0,1.6,4.9,"SE",7.3,"SE",NA
